device,subject,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%],Memory Usage [KB]
huaweinex,homechristiandesktopandroidrunnerandroid-runnerexamplesnappascriptshillfairinstrumentedappteamnithhillffairapk,527618.35995086,3.0,1508544.4717444717,41.08845208845209,1509417.199017199,30.124078624078624,1509417.199017199,21.676904176904177,1509228.501228501,17.31941031941032,1632070.7616707617,46.18304668304668,1634476.6584766584,16.4004914004914,1633344.4717444717,4.745700245700245,1635703.1941031942,2.7800982800982803,176092.56816977405,2.9705159705159705,2577853.3218673216
