device,subject,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%],Memory Usage [KB]
huaweinex,homechristiandesktopandroidrunnerandroid-runnerexamplesnappascriptshillfairinstrumentedappteamnithhillffairapk,773706.8404255318,3.0,1503429.7872340425,45.78169326241135,1509080.8510638298,31.598847517730498,1509080.8510638298,22.660682624113477,1512080.8510638298,17.55762411347518,1740731.914893617,47.5,1747608.510638298,21.574468085106382,1749038.2978723403,15.77659574468085,1749038.2978723403,4.74468085106383,180000.0,2.872340425531915,2578041.041666667
