Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%],Memory Usage [KB]
502411.32353902166,3.0,1510677.221807319,42.311519790888724,1510144.8842419717,29.260373879761016,1510190.8140403286,20.497666168782672,1511257.505601195,14.442459391336818,1621810.9783420463,46.45794436146378,1626810.6049290514,11.679143759504036,1630893.8495730495,6.640142121885601,1632737.6582056382,1.2015001754591181,172632.21153846153,3.908410340390689,2557615.177417849
