device,subject,Battery Power* [uW],Battery Status,CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],CPU5 Frequency [kHz],CPU5 Load [%],CPU6 Frequency [kHz],CPU6 Load [%],CPU7 Frequency [kHz],CPU7 Load [%],CPU8 Frequency [kHz],CPU8 Load [%],GPU Frequency [KHz],GPU Load [%],Memory Usage [KB]
huaweinex,homechristiandesktopandroidrunnerandroid-runnerexamplesnappascriptshillfairinstrumentedappteamnithhillffairapk,406565.650539577,3.0,1513878.75984453,43.92389013344896,1512605.463217228,28.388275641952113,1512228.9926289925,21.31569771643301,1512187.946235005,15.165859709977358,1616657.7251047841,50.01312810136339,1619370.2558173146,12.316164426458545,1623469.1140338199,5.10812012279005,1626583.1277821497,2.6837615566221924,176220.62119468814,2.6425602085748787,2576690.7094594594
